"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.age","Answer.comments","Answer.e1","Answer.e1_comment","Answer.e1_success","Answer.e2","Answer.e2_comment","Answer.e2_success","Answer.e3","Answer.e3_comment","Answer.e3_success","Answer.gender","Answer.nativelang","Approve","Reject"
"2522JE1M7PKKPR5HXKQAK04L1LIQXQ","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 03:31:59 GMT 2012","10","BatchId:925039;","3600","604800","Wed Oct 17 03:31:59 GMT 2012","","","259VKCJ011K2NAXS0GHWE18NB0XA8I","AFWFSDISGEJ3E","Submitted","Wed Oct 03 03:33:11 GMT 2012","Wed Oct 03 03:42:58 GMT 2012","Tue Oct 09 20:42:58 PDT 2012","","","","587","0% (0/0)","0% (0/0)","0% (0/0)","26","","happy","it was happiness-close enough.","yes","exhausted","computer guessed tired on the last question, but not exhausted","no","anxious","nothing close","no","female","english"
"2522JE1M7PKKPR5HXKQAK04L1LIQXQ","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 03:31:59 GMT 2012","10","BatchId:925039;","3600","604800","Wed Oct 17 03:31:59 GMT 2012","","","2CB1LY58B72726W16G8D96YFZPIT8M","A1N783M0TDDHQA","Submitted","Wed Oct 03 03:34:00 GMT 2012","Wed Oct 03 03:55:12 GMT 2012","Tue Oct 09 20:55:12 PDT 2012","","","","1272","0% (0/0)","0% (0/0)","0% (0/0)","42","","happy","No","yes","furious","no","yes","melancholy","The computer did guess synonyms like sadness and depressed, but I didn't know if I was supposed to accept those answers. The instructions don't say what I'm supposed to do with when the computer guesses synonyms.","no","female","English"
"2522JE1M7PKKPR5HXKQAK04L1LIQXQ","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 03:31:59 GMT 2012","10","BatchId:925039;","3600","604800","Wed Oct 17 03:31:59 GMT 2012","","","2CWE6AUBXHWSXDT605MB7WDRSR82YH","A20HL2T71VN5I2","Submitted","Wed Oct 03 03:32:14 GMT 2012","Wed Oct 03 03:39:05 GMT 2012","Tue Oct 09 20:39:05 PDT 2012","","","","411","100% (3/3)","100% (3/3)","0% (0/0)","33","it was fun.","happy","happiness.  It took much longer for it to guess this","close","depressed","it got this one really quickly","yes","melancholy","it did not seem to be happy that it did not guess this emotion","no","male","english"
"2522JE1M7PKKPR5HXKQAK04L1LIQXQ","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 03:31:59 GMT 2012","10","BatchId:925039;","3600","604800","Wed Oct 17 03:31:59 GMT 2012","","","2FMUKQOYGNIWHT6TFCR187SVN4UHZ5","A3A3OOI884K2LP","Submitted","Wed Oct 03 03:35:00 GMT 2012","Wed Oct 03 03:48:05 GMT 2012","Tue Oct 09 20:48:05 PDT 2012","","","","785","0% (0/0)","0% (0/0)","0% (0/0)","28","","sad","Very close but didn't get it","no","depression","Go it right at question 18","yes","lust","Go it right at question 15","yes","male","english"
"2522JE1M7PKKPR5HXKQAK04L1LIQXQ","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 03:31:59 GMT 2012","10","BatchId:925039;","3600","604800","Wed Oct 17 03:31:59 GMT 2012","","","2GJ70G5R98D8Z99ZYSJS1NYCNXPCSM","A19BOWHWSS1SH5","Submitted","Wed Oct 03 03:32:31 GMT 2012","Wed Oct 03 03:47:17 GMT 2012","Tue Oct 09 20:47:17 PDT 2012","","","","886","0% (0/0)","0% (0/0)","0% (0/0)","31","This was fun.","happiness","It answered correctly at question 19.","Yes","boredom","It tried valiantly but couldn't quite figure it out.","No.","frustration","It said it was frustrated it couldn't guess. Kind of ironic.","No.","Male","English"
"2522JE1M7PKKPR5HXKQAK04L1LIQXQ","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 03:31:59 GMT 2012","10","BatchId:925039;","3600","604800","Wed Oct 17 03:31:59 GMT 2012","","","2KYX3YOCCF0C5BYIGP9NQIXYNYTRS8","AUAETF03LIBAN","Submitted","Wed Oct 03 03:57:11 GMT 2012","Wed Oct 03 04:03:10 GMT 2012","Tue Oct 09 21:03:10 PDT 2012","","","","359","0% (0/0)","0% (0/0)","0% (0/0)","45","seems fair","happy","The computer quickly guessed the first word after 8 questions","yes","excited","The computer correctly guessed the second word after 7 questions so I guess it wasn't really that hard","yes","conflicted","The computer got close, but didn't guess my word.  It guessed frustrated, which is somewhat close but definitely not a synonym","no","female","English"
"2522JE1M7PKKPR5HXKQAK04L1LIQXQ","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 03:31:59 GMT 2012","10","BatchId:925039;","3600","604800","Wed Oct 17 03:31:59 GMT 2012","","","2M4F0CP5KXPTYTW3OU74XM7N509XYN","AGHID2QWGC95D","Submitted","Wed Oct 03 03:32:24 GMT 2012","Wed Oct 03 03:40:59 GMT 2012","Tue Oct 09 20:40:59 PDT 2012","","","","515","100% (1/1)","100% (1/1)","0% (0/0)","27","Game was fun, I liked that the computer was somewhat witty in its responses.","Happy","The computer guessed Happy on the 20th guess.","yes","Confused","Computer guessed this one on the 11th guess!","Yes","Perplexed","haha, I got this message at the end-
Dammit, that is disappointing...
Well, what was the emotion that you picked?","no","Female","English"
"2522JE1M7PKKPR5HXKQAK04L1LIQXQ","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 03:31:59 GMT 2012","10","BatchId:925039;","3600","604800","Wed Oct 17 03:31:59 GMT 2012","","","2M7806UFBNFSBM866Z050W6NNVIG2X","A3W18XZCM3572D","Submitted","Wed Oct 03 03:34:03 GMT 2012","Wed Oct 03 03:46:38 GMT 2012","Tue Oct 09 20:46:38 PDT 2012","","","","755","0% (0/0)","0% (0/0)","0% (0/0)","28","Very interesting task, and the pay if quite fair. I've bookmarked the site and look forward to seeing how it will develop in the future.","sad","It guessed sadness, which is basically the same thing as ""sad""","Yes","joyful","The computer never guessed ""joyful,"" but did guess ""happiness"" and ""cheerful,"" which I suppose are close.","No","ecstasy","""Ecstasy"" as an emotion is difficult to define. The computer did guess ""happiness"" and ""excited,"" but ecstasy isn't quite those things/","No","Male","English"
"2522JE1M7PKKPR5HXKQAK04L1LIQXQ","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 03:31:59 GMT 2012","10","BatchId:925039;","3600","604800","Wed Oct 17 03:31:59 GMT 2012","","","2UEN9U8P9Y3892AI9ZJU6IM0QNDFWF","A2AKNQCQM49AOX","Submitted","Wed Oct 03 03:33:19 GMT 2012","Wed Oct 03 03:42:53 GMT 2012","Tue Oct 09 20:42:53 PDT 2012","","","","574","0% (0/0)","0% (0/0)","0% (0/0)","36","This was a fun little project!","happy","It guessed it rather easily it seemed.","yes","delighted","The computer got close with several synonyms, but never guessed it.","no","jubilant","The computer named a few synonyms, but then headed off in another direction for some reason.","no","male","English"
"2522JE1M7PKKPR5HXKQAK04L1LIQXQ","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 03:31:59 GMT 2012","10","BatchId:925039;","3600","604800","Wed Oct 17 03:31:59 GMT 2012","","","2V7Q0ONNVRH10N2U5CIBF6NVGFNVMS","A1321OW4UQ7I1H","Submitted","Wed Oct 03 03:33:01 GMT 2012","Wed Oct 03 03:43:35 GMT 2012","Tue Oct 09 20:43:35 PDT 2012","","","","634","0% (0/0)","0% (0/0)","0% (0/0)","37","This was a very interesting survey to do, fun, and the pay was very fair.","sad","The computer guessed sadness but that was the same emotion with a different word so I counted as correct.","yes","excited","The computer guessed excitement but as above I counted this as correct.","yes","depressed","Classifying emotions into easy, medium, and difficult was a difficult task since I am not used to thinking of emotions with those sorts of classifications.","yes","female","English"
