"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.age","Answer.comments","Answer.e1","Answer.e1_comment","Answer.e1_success","Answer.e2","Answer.e2_comment","Answer.e2_success","Answer.e3","Answer.e3_comment","Answer.e3_success","Answer.gender","Answer.nativelang","Approve","Reject"
"2V99Y8TNKIMZ8SJ56DJ2WM0PIKJ9W7","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 16:09:42 GMT 2012","10","BatchId:925442;","3600","604800","Wed Oct 17 16:09:42 GMT 2012","","","20O618N46UXFSJIQO85TVDSN0F4PRA","AZ9NNVG4QHDCP","Submitted","Wed Oct 03 17:14:17 GMT 2012","Wed Oct 03 17:22:02 GMT 2012","Wed Oct 10 10:22:02 PDT 2012","","","","465","0% (0/0)","0% (0/0)","0% (0/0)","24","","Happy","This is pretty neat.","Yes","Cold","I guess that was a harder one.","No","Discontent","That one was quite hard as well. Pretty cool system though.","No","Male","English"
"2V99Y8TNKIMZ8SJ56DJ2WM0PIKJ9W7","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 16:09:42 GMT 2012","10","BatchId:925442;","3600","604800","Wed Oct 17 16:09:42 GMT 2012","","","28FJ92NJKM05RSXELDPWAGTPGMNE9I","A90K1HWMWX1F7","Submitted","Wed Oct 03 16:10:31 GMT 2012","Wed Oct 03 16:15:46 GMT 2012","Wed Oct 10 09:15:46 PDT 2012","","","","315","0% (0/0)","0% (0/0)","0% (0/0)","25","","sad","guessed it within 8 questions","yes","angry","got it a question 10","yes","depressed","got it in 5 questions","yes","male","english"
"2V99Y8TNKIMZ8SJ56DJ2WM0PIKJ9W7","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 16:09:42 GMT 2012","10","BatchId:925442;","3600","604800","Wed Oct 17 16:09:42 GMT 2012","","","297YQS1CSTMOV35YJ09C9EYDUSWMPA","A2HQ6QYKA4NICD","Submitted","Wed Oct 03 16:11:49 GMT 2012","Wed Oct 03 16:35:54 GMT 2012","Wed Oct 10 09:35:54 PDT 2012","","","","1445","0% (0/0)","0% (0/0)","0% (0/0)","26","","sad","","yes","fear","","yes","anger","","yes","Male","english"
"2V99Y8TNKIMZ8SJ56DJ2WM0PIKJ9W7","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 16:09:42 GMT 2012","10","BatchId:925442;","3600","604800","Wed Oct 17 16:09:42 GMT 2012","","","2DO5XH0JPPSIIQCZGHJPF5KLT19MG6","A1ZHMHP5DH6I6G","Submitted","Wed Oct 03 16:10:47 GMT 2012","Wed Oct 03 16:16:48 GMT 2012","Wed Oct 10 09:16:48 PDT 2012","","","","361","0% (0/0)","0% (0/0)","0% (0/0)","38","","happy","no","yes","nervous","no","no","energetic","no","no","f","english"
"2V99Y8TNKIMZ8SJ56DJ2WM0PIKJ9W7","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 16:09:42 GMT 2012","10","BatchId:925442;","3600","604800","Wed Oct 17 16:09:42 GMT 2012","","","2JJJ85OZIZEH2GOADKFQDEWP4G9AY7","A3ANZB9BGL6XMF","Submitted","Wed Oct 03 16:09:55 GMT 2012","Wed Oct 03 16:21:58 GMT 2012","Wed Oct 10 09:21:58 PDT 2012","","","","723","0% (0/0)","0% (0/0)","0% (0/0)","33","Pay is completely fair - this is a fun hit! Thank you!","loving","Really interesting! The computer picked the word out quite easily.","Yes","tired","A little more difficult, but the computer asked appropriate questions to narrown the possibilities. Cannot stress enough how interesting this is! :)","Yes","introspective","This word was a bit more difficult and although the computer was headed in the right direction, it could not correctly guess the emotion specifically.","No","Female","English"
"2V99Y8TNKIMZ8SJ56DJ2WM0PIKJ9W7","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 16:09:42 GMT 2012","10","BatchId:925442;","3600","604800","Wed Oct 17 16:09:42 GMT 2012","","","2QB2D21O3W5XX6XAGO92SYEPSN29FV","A2WM8462P18TQR","Submitted","Wed Oct 03 16:11:18 GMT 2012","Wed Oct 03 16:30:09 GMT 2012","Wed Oct 10 09:30:09 PDT 2012","","","","1131","0% (0/0)","0% (0/0)","0% (0/0)","21","The pay is actually pretty good for a task like this. Thanks.","love","the computer was fun to talk to","yes","disgust","he's not too quick on the uptake, though","yes","ambivalence","that was a toughie. maybe I shouldn't have picked that","no","female","English"
"2V99Y8TNKIMZ8SJ56DJ2WM0PIKJ9W7","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 16:09:42 GMT 2012","10","BatchId:925442;","3600","604800","Wed Oct 17 16:09:42 GMT 2012","","","2TX1Y7QEOZFY6YFXJPDONXRDZZVHEB","A2XM6C78S9L8UG","Submitted","Wed Oct 03 16:11:01 GMT 2012","Wed Oct 03 16:20:53 GMT 2012","Wed Oct 10 09:20:53 PDT 2012","","","","592","0% (0/0)","0% (0/0)","0% (0/0)","39","no completion code, and no where to enter worker ID...
A2XM6C78S9L8UG","sad","took about 12 guess's though.","yes","excited","much quicker this time...","yes","delirious","I love that it cusses!!! HAHA","no","male","english"
"2V99Y8TNKIMZ8SJ56DJ2WM0PIKJ9W7","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 16:09:42 GMT 2012","10","BatchId:925442;","3600","604800","Wed Oct 17 16:09:42 GMT 2012","","","2VOSBRI8IUB2E0NTADJTTB3L7AO4GT","A195MOXRMNHRVT","Submitted","Wed Oct 03 16:10:07 GMT 2012","Wed Oct 03 16:20:04 GMT 2012","Wed Oct 10 09:20:04 PDT 2012","","","","597","0% (0/0)","0% (0/0)","0% (0/0)","28","","sad","it took 15 questions","yes","apathy","","no","appalled","didn't even get to shocked, which would've been more like it","no","Female","English"
"2V99Y8TNKIMZ8SJ56DJ2WM0PIKJ9W7","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 16:09:42 GMT 2012","10","BatchId:925442;","3600","604800","Wed Oct 17 16:09:42 GMT 2012","","","2YP7H57DZKPFUAS14D4MA5L8P402CL","AYCHPTQRYDT7G","Submitted","Wed Oct 03 16:10:20 GMT 2012","Wed Oct 03 16:18:58 GMT 2012","Wed Oct 10 09:18:58 PDT 2012","","","","518","100% (1/1)","100% (1/1)","0% (0/0)","45","The pay is very fair, and the game is fun to use.","happy","It was a pretty easy one and had it quickly.","yes","hostility","It came close a few times.","No","serenity","It was difficult! This is sort of fun to do.","No","Female","English"
"2V99Y8TNKIMZ8SJ56DJ2WM0PIKJ9W7","20VD21O3W5XHGP3AJETK6EPLSRFAGR","Emotion Twenty Questions","Pick and emotion and the computer will try to guess it","games, emotions, AI, chatbots, natural language processing, surveys,","$1.50","Wed Oct 03 16:09:42 GMT 2012","10","BatchId:925442;","3600","604800","Wed Oct 17 16:09:42 GMT 2012","","","2YV3FDEY5COWGRUCQZZCZFLCDQ02T4","AMSWIR4J9XEIJ","Submitted","Wed Oct 03 16:12:01 GMT 2012","Wed Oct 03 16:20:31 GMT 2012","Wed Oct 10 09:20:31 PDT 2012","","","","510","0% (0/0)","0% (0/0)","0% (0/0)","24","The pay is definitely fair. For the pay you should ask people to complete a few more trials. Each one only took me a few minutes and this study was actually really, really fun!","happy","The computer guessed ""happiness"" which I considered to be the same as ""happy.""","yes","nervous","The computer guessed ""fear"" but I don't consider fear and nervousness to be the same thing although I do think that they are connected.","no","dissatisfied","I was surprised that the computer was able to guess this word.","yes","female","English"
